가맹점명,가맹점 주소,가맹점 업종,캐시백 인센티브 가맹점 여부,QR 가맹점 여부,2026년 아동건강체험활동비 사용 여부
씨유제주연산홍점,"제주 제주시  승천로  8,(이도이동) ",식자재/유통,Y,N,N
더봄안경,제주 제주시 건주로 33 (도련일동) -,의류/잡화,Y,Y,N
지나헤어,"제주 제주시  번영로 519, (봉개동) , ",생활/리빙,Y,N,N
돼지아빠,제주특별자치도 제주시 진군3길 11 1층(노형동),음식점/식음료업,Y,Y,N
비스트로낭,제주특별자치도 서귀포시 안덕면 화순로 154-25 1층 비스트로낭,음식점/식음료업,Y,Y,N
부부상회,"제주 제주시  오현길  78-10,(이도일동) ",식자재/유통,Y,Y,N
용우동중앙점,"제주시 중앙로 60, 중앙지하상가 12~16호",음식점/식음료업,Y,Y,N
마레벤또,제주특별자치도 제주시 애월읍 애월로1길 10 마레벤또 마레벤또,음식점/식음료업,Y,Y,N
벌크커피노형점,제주특별자치도 제주시 월랑로 35 하늘빌딩 1층,음식점/식음료업,Y,Y,N
아이스크림 할인점,제주특별자치도 서귀포시 남원읍 태위로 673-1 으뜸아이스크림 할인점(남원점),음식점/식음료업,Y,Y,N
새순약국,제주특별자치도 제주시 월랑로 33 한라빌딩,보건/복지,Y,Y,N
루스트플레이스칠성로점,제주특별자치도 제주시 중앙로7길 3 루스트플레이스칠성로,기타,Y,Y,N
장가네일품순두부표선점,"제주 서귀포시 표선면 표선중앙로 63, ",생활/리빙,Y,N,N
남도상회,제주특별자치도 제주시 기자길 15 (아라이동) 남도상회,식자재/유통,N,Y,N
시소집,제주 서귀포시  홍중로 9(서홍동) ,기타,Y,N,N
성진수산,제주특별자치도 제주시 동문로2길 9 성진수산 성진수산,식자재/유통,N,Y,N
탐라옵데강,제주 제주시 관덕로 64 지하1층 (일도일동) ,기타,Y,N,N
지에스25 연동에코점,"제주 제주시 연동 신광로 16, 에코드파리 1층 상가 101호 (연동) ",식자재/유통,Y,N,N
씨유 서귀대정상모점,"제주 서귀포시 대정읍 상모로273번길 42, 101호 (아이진베라빌) ",식자재/유통,Y,N,N
씨유중앙여고후문점,제주 제주시 남광로4길 29 (이도이동) ,식자재/유통,Y,N,N
씨유 제주고마로점,"제주 제주시  고마로3길  33,  (일도이동) ",식자재/유통,Y,N,N
리오부라보,"제주 제주시  신대로12길  51,3층  71호  (연동,  로얄쇼핑) ",기타,Y,N,N
아트 앤 비즈,제주 제주시  신대로12길 51(연동)로얄쇼핑센타및오피스텔 3동 12호 ,기타,Y,N,N
월정리 바다별,제주특별자치도 제주시 구좌읍 월정1길 2,여행/숙박,Y,Y,N
올레길설렁탕,제주특별자치도 서귀포시 남원읍 태위로700번길 4 1층 올레길설렁탕 올레길설렁탕,음식점/식음료업,Y,Y,N
손사랑공방,"제주 제주시  신대로12길  51,  (연동,  로얄쇼핑) ",기타,Y,N,N
씨유제주구남점,제주 제주시 구남동6길 46 (이도이동) ,식자재/유통,Y,N,N
금메달수산,제주특별자치도 제주시 오현길 90 금메달수산 금메달수산,식자재/유통,Y,Y,N
e-  편한안경,제주특별자치도 제주시 월랑로 1 (노형동) 이（e）편한안경,의류/잡화,Y,Y,N
머리모양새,제주특별자치도 제주시 정존13길 14 머리모앙새,기타,Y,Y,N
씨유 디아일랜드호텔점,제주 서귀포시 정방동 544-2번지 1층 ,식자재/유통,N,N,N
함덕상회,"제주 제주시  오현길  90,(이도일동) ",기타,Y,N,N
노형 봉개족탕 순대,제주 제주시 노형9길 16 (노형동) 노형봉개족탕순대,음식점/식음료업,Y,Y,N
씨유 이호테우해변점,제주 제주시 테우해안로 172 (이호일동) ,식자재/유통,Y,N,N
비에이치씨제주표선점,제주 서귀포시 표선면 표선중앙로 77 ,음식점/식음료업,Y,N,N
(주)올탑 농업회사법인,"제주 제주시 조천읍 일주동로 803, . ",식자재/유통,N,N,N
위드미트,제주특별자치도 제주시 제주대학로 111 2층 위드미트 위드미트,음식점/식음료업,Y,Y,N
재은자동차공업사,"제주 제주시  연신로  67,(이도이동) ",자동차/주유,N,N,N
만민,"제주 제주시  정존13길  13,(노형동) ",기타,Y,N,N
우리신발마트,제주특별자치도 서귀포시 중정로73번길 7-1 (서귀동) 1층,의류/잡화,Y,Y,N
서귀포시축협청정제주촌,제주특별자치도 서귀포시 서호남로 65 2층 201호(서호동),음식점/식음료업,N,Y,N
허머싱크케어제주지사,"제주특별자치도 제주시 서광로5길 24, 2층 (용담일동)",생활/리빙,Y,Y,N
컴퍼니,제주특별자치도 제주시 오남로6길 21 (오라일동) 103호,가전/통신,Y,Y,N
솜에이치,제주특별자치도 서귀포시 대정읍 중산간서로 2361-1 .,생활/리빙,Y,Y,N
서귀포시축산업협동조합 동홍지점,제주 서귀포시 일주동로 8660 (동홍동) ,식자재/유통,N,N,N
지에스25 화순아일랜드점,"제주 서귀포시 안덕면 화순중앙로 94, 2층 ",식자재/유통,Y,N,N
조이플라워,제주특별자치도 제주시 연미길 95 조이플라워 조이플라워,생활/리빙,Y,Y,N
마켓비(서귀포점),제주특별자치도 서귀포시 동홍로 185 (동홍동) 1층,가구/인테리어,Y,Y,N
천지약국,"제주 제주시  1100로 3347, 1층 (노형동) ",보건/복지,Y,N,N
서귀포시축협한우명관,"제주 서귀포시  일주동로  8421,(토평동) ",기타,N,N,N
서귀포시축산업협동조합축산물프라자,"제주 서귀포시 안덕면 중산간서로  1914-3, ",식자재/유통,N,N,N
한라건업,제주 제주시 애월읍 광령평화2길 84 ,기타,Y,N,N
서귀포시축산업협동조합산지육가공공장,"제주 서귀포시 안덕면 중산간서로  1914-11, ",식자재/유통,N,N,N
씨유 서귀혁신도시점,"제주 서귀포시  신서귀로  66,  (서호동) ",식자재/유통,Y,N,N
표선농협 농산물산지유통센터,"제주 서귀포시 표선면 일주동로 5840, ",식자재/유통,N,N,N
플루메리아,제주 서귀포시 법환로38번길 8-2 (법환동) ,기타,Y,N,N
막숙해담식당,제주특별자치도 서귀포시 이어도로 938 막숙해담식당,음식점/식음료업,Y,Y,N
김밥마로,제주특별자치도 제주시 월랑로2길 18 1층김밥마로 ,음식점/식음료업,Y,Y,N
대정골,"제주 제주시  용담로18길 3, 1층 (용담일동) ",기타,Y,N,N
서문고추상회,"제주 제주시  서문로4길  14,(용담일동) ",기타,Y,N,N
서문대우식당,"제주특별자치도 제주시 서문로4길 13-2, 141-142호 서문대우식당",음식점/식음료업,Y,Y,N
장수돌침대제주점,제주특별자치도 제주시  연동 신광로 12 에코유니 1층 장수돌침대 장수돌침대제주점,가구/인테리어,Y,Y,N
삼무국수,"제주 제주시 삼무로3길 46-1 ,1층 (연동,삼광빌딩) ",음식점/식음료업,N,N,N
만제영어조합법인,제주특별자치도 제주시 구좌읍 김녕로 135 1층,식자재/유통,N,Y,N
연세모벨르의원,"제주 제주시  노형로 407, 4층 401호 (노형동) ",보건/복지,Y,N,N
셀파,제주특별자치도 제주시 신광로 38 2층 셀파,기타,Y,Y,N
씨유 삼화엔크린주유소점,"제주 제주시 일주서로 7650 ,1층 (이호이동) ",식자재/유통,N,N,N
케이마트,제주특별자치도 제주시 정존11길 36 (노형동) 케이마트,식자재/유통,Y,Y,N
마라톤,제주특별자치도 제주시 서광로 174 1층 마라톤식당 마라톤,음식점/식음료업,Y,Y,N
제주가구공방,"제주 제주시  애조로  847,  (노형동) ",가구/인테리어,Y,N,N
중문농협주유소,제주 서귀포시 일주서로 872 (색달동) ,자동차/주유,N,N,N
표선농협경제종합사업소,"제주 서귀포시 표선면 가시로 16, ",기타,N,N,N
건강약국,제주 서귀포시 대정읍 하모리  849-1  5 ,보건/복지,Y,N,N
헬로남생이,"제주특별자치도 제주시 조천읍 원당북로 197-20, 1층 헬로남생이",음식점/식음료업,N,Y,N
표선농업협동조합성읍지소,제주 서귀포시 표선면 성읍리 691번지 ,식자재/유통,N,N,N
새생활유통,"제주특별자치도 서귀포시  호근서호로 140 (호근동,새생활유통)",식자재/유통,N,Y,N
표선농협하나로마트,제주 서귀포시 표선면 표선동서로 237-2 ,식자재/유통,N,N,N
디자인뱅크,"제주 제주시 중앙로 20 2층 201호(삼도이동, 천마타워) ",디자인/인쇄,Y,N,N
저팔계마라탕,제주특별자치도 제주시 중앙로 232 3층 저팔계마라탕,음식점/식음료업,Y,Y,N
GS25 제주용화점,제주특별자치도 제주시 용화로 26 ,식자재/유통,Y,N,N
안덕의원,"제주 서귀포시 안덕면 화순로 112, , ",보건/복지,Y,N,N
열린장식,"제주 제주시  도남로 125, 상가동 104호 (도남동 도남무지개아파트) ",기타,Y,N,N
서귀포위생방역,"제주 서귀포시  토평로50번길 45, (토평동) ",기타,Y,N,N
탐나욕실앤타일,"제주 제주시  우정로 10, 101호 (외도일동) ",기타,Y,N,N
시장올레,제주특별자치도 제주시 관덕로14길 102층 시장올레,음식점/식음료업,Y,Y,N
모습사진관,제주특별자치도 제주시 정원로 39 1층 계단입구 옆 모습 모습,생활/리빙,Y,Y,N
해피개발,제주특별자치도 제주시 사라봉7길 39(건입동) 대신택배(제주건입점),디자인/인쇄,Y,Y,N
미드나잇제주,제주특별자치도 제주시 구좌읍 해맞이해안로 1453 미드나잇제주,생활/리빙,Y,Y,N
아빠는농부다 승환이네 농장,제주특별자치도 서귀포시 중정로73번길 20(서귀동) 농산물,기타,Y,Y,N
어울리네,"제주 서귀포시  중앙로48번길 8-1, (서귀동) ",기타,Y,N,N
해성정육마트,"제주 서귀포시  천제연로  154,  (중문동) ",식자재/유통,N,N,N
무스비,"제주 제주시 구남로8길 22 ,1층 (이도이동) ",기타,Y,N,N
행복한시저네,제주특별자치도 서귀포시 막동산로 5-4 (호근동) 행복한 시저네,음식점/식음료업,Y,Y,N
뜨락,제주특별자치도 제주시 애월읍 하귀동남2길 1 1층  101호  뜨락 뜨락,음식점/식음료업,Y,Y,N
비올론 플라워,제주특별자치도 제주시 가령골1길 12 (이도이동) 1층,생활/리빙,Y,Y,N
동백떡방앗간,제주특별자치도 제주시 서문로4길 15-1 동백떡방앗간,음식점/식음료업,Y,Y,N
스톤당구장,제주특별자치도 제주시 선덕로 5 스톤당구장,문화/체육,Y,Y,N
지에스(GS)25 오라연미점,제주특별자치도 제주시 연사길 91 이좋은마트 e-좋은마트,식자재/유통,Y,Y,N
제주호박민박,"제주 제주시 한림읍 금능길 20-6, B동 ",여행/숙박,Y,N,N
빨간집이도주공점,제주특별자치도 제주시 구남로4길 4 1층,음식점/식음료업,Y,Y,N
씨유제주화순점,"제주 서귀포시 안덕면 화순로  103, ",식자재/유통,Y,N,N
육칠팔구마트,"제주특별자치도 제주시 도남로17길 32 (도남동, 영산홍아파트) 육칠팔구마트",식자재/유통,Y,Y,N
일오삼반찬도시락,제주 제주시 성지로 46-1 (일도일동) ,음식점/식음료업,Y,N,N
태영전기,"제주 제주시 전농로 44 , 1층(삼도일동) ",가전/통신,Y,N,N
이니스프리1호광장점,제주특별자치도  서귀포시 중앙로 94 이니스프리 1호 광장점,생활/리빙,Y,Y,N
누나홀닭함덕점,제주 제주시 조천읍 신북로 543 ,음식점/식음료업,N,N,N
리즈샵,"제주 제주시  사라봉9길 12, (건입동) . 1층",생활/리빙,Y,Y,N
강애경,"제주 제주시  지석13길 7, 1층 (삼양이동) ",기타,Y,N,N
힐스템 강정점,"제주 서귀포시  말질로161번길 10-1, 101호 (강정동) ",기타,Y,N,N
소금인형,"제주 제주시 전농로 109 ,1층 (삼도이동,제덕빌딩) ",기타,Y,N,N
"나,우리쎄븐마트",제주 제주시 임항로 265 (건입동) ,식자재/유통,Y,N,N
에듀플렉스에듀코치개별지도제주이도학원,"제주 제주시  연삼로 400, (이도이동) 6층 ",입시/교습학원,Y,N,N
무한질주,제주특별자치도 제주시 광양10길 5 2층 무한질주,음식점/식음료업,Y,Y,N
미성원,제주특별자치도 서귀포시 표선면 표선동서로 256 미성원 미성원,음식점/식음료업,Y,Y,N
농부와돌집,제주 제주시 한경면 중산간서로3285 1층(농부와돌집) ,기타,Y,N,N
청오돼지들의세상,제주특별자치도 제주시 다랑곶4길 34 (노형동) 청오 돼지들의 세상,음식점/식음료업,Y,Y,N
양양밥집,"제주 제주시  신대로18길 7, 1층 (연동) ",음식점/식음료업,Y,N,N
화이트미용실,제주 제주시 도령로11길 26-11 (연동) ,생활/리빙,Y,N,N
유나고추상회,제주특별자치도 제주시 원노형10길 28 유나고추상회 유나고추상회,식자재/유통,Y,Y,N
돈구어,"제주특별자치도 제주시 구좌읍 세평항로 38 ,1층",음식점/식음료업,Y,Y,N
그래도 (greisland),"제주 서귀포시 남원읍 태위로 41, . ",기타,Y,N,N
앞뱅디,"제주 제주시  선덕로  32,(연동) ",기타,Y,N,N
두찜제주일도점,제주특별자치도 제주시 고마로 90 1층  두찜 두찜제주일도점,음식점/식음료업,Y,Y,N
오델로남원점,제주특별자치도 서귀포시 남원읍 남한로 3 오델로남원점,음식점/식음료업,Y,Y,N
위미상회,"제주 서귀포시 남원읍 태위로 90, . ",기타,Y,N,N
헬로팜,제주특별자치도 서귀포시 성산읍 중산간동로 3267-3 헬로팜,기타,Y,Y,N
스와니호프,제주특별자치도 제주시 노형11길 19-4 스와니하우스 스와니하우스,음식점/식음료업,Y,Y,N
스카이에어컨,"제주 제주시 한림읍 대림로 101-21, . ",기타,Y,N,N
남원약국,제주 서귀포시 남원읍 남원리  115 ,보건/복지,Y,N,N
경보네과일집,제주특별자치도 제주시 태성로2길 15 경보네과일집,식자재/유통,Y,Y,N
채우다,제주특별자치도 제주시 중앙로7길 31 (일도일동) 채우다,음식점/식음료업,Y,Y,N
길동무,제주특별자치도 제주시 한경면 중산간서로 3689 .,음식점/식음료업,Y,Y,N
제주애월회관,제주특별자치도 제주시 애월읍 애월로 38 1층,음식점/식음료업,Y,Y,N
봄에 허브,제주특별자치도 제주시 인다11길 29 세명빌501호 봄에 허브,기술/기능 교육,Y,Y,N
진일마트,제주 제주시 아라일동 33블록  1로트 ,식자재/유통,N,N,N
신제주빠빠라기,"제주 제주시  신광로  45,(연동) ",기타,Y,N,N
제주돈삼겹중앙점,"제주 제주시  남성로26길 34, 1층 101호 (삼도이동) 101호",음식점/식음료업,Y,Y,N
오븐에빠진닭신서귀포점,제주특별자치도 서귀포시 신서로48번길 53 (법환동),음식점/식음료업,Y,Y,N
정한토속삼계탕원조설렁탕,제주특별자치도 제주시 신대로18길 16 103호 (정한토속삼계탕) 정한토속삼계탕원조설렁탕,음식점/식음료업,Y,Y,N
씨유제주아름점,제주 제주시 외도일동 641-1 아름마을아파트 제상가동102호103호 ,식자재/유통,Y,N,N
편운산방,제주특별자치도 서귀포시 성산읍 서성일로 898-38 편운산방,음식점/식음료업,Y,Y,N
황후,"제주 제주시  노형7길 9-3, (노형동) 진하우스 507호 ",기타,Y,N,N
지에스25 제주신엄점,"제주 제주시 애월읍 일주서로 6733, 1층 102호 ",식자재/유통,Y,N,N
코시롱,"제주 제주시  노형1길  12-2,1층  (노형동) 1층",음식점/식음료업,Y,Y,N
태양식육점,"제주 서귀포시 남원읍 태위로  176, ",식자재/유통,Y,N,N
처갓집,제주 제주시 서사로 100 (삼도일동) ,기타,Y,N,N
현대자동차 화북점,"제주 제주시  청풍남2길 3, (화북일동) . ",자동차/주유,N,N,N
두툼한고기돈돼지,"제주 제주시 조천읍 함덕19길 3 ,1층 ",음식점/식음료업,Y,N,N
아레나씨티클럽,제주특별자치도 제주시 공설로 23 (오라일동),기타,Y,Y,N
숯불애꼬꼬,"제주 제주시  전농로 53-1, 1층 (삼도일동) ",기타,Y,N,N
한남식육식당,제주특별자치도 서귀포시 천지로 9 한남식육식당,음식점/식음료업,Y,Y,N
안성수산,제주특별자치도 서귀포시 동홍로12번길 4 1층,식자재/유통,Y,Y,N
더 펫츠,"제주 제주시  신대로 125, (연동) ",기타,Y,N,N
더펫츠,"제주 제주시  1100로 3124, 2층 (노형동) ",기타,Y,N,Y
용담생국수,제주 제주시 용담로 95 (용담이동) ,음식점/식음료업,Y,N,N
거상유통,"제주특별자치도 제주시 남광북3길 21, 102호 (이도이동, 송화빌라) 거상유통",생활/리빙,Y,Y,N
한림족발,"제주 제주시 한림읍 한림상로 219, 비동1층101호 ",음식점/식음료업,Y,N,N
지에스25 이호해수욕장점,제주 제주시 이호일동 440-7번지 ,식자재/유통,Y,N,N
동아누수설비인테리어,"제주 서귀포시 성산읍 서성일로 730, 2층 ",가구/인테리어,Y,N,N
주식회사 대정케이마트,"제주 서귀포시 대정읍 동일하모로  214, ",식자재/유통,N,N,N
남문숯불바베큐앤치킨한림점,"제주특별자치도 제주시 한림읍 한림로12길 1, 2층",음식점/식음료업,Y,Y,N
승아컴퍼니,"제주 제주시  연화로4길 38, 3층 (연동) ",기타,Y,N,N
나경솔루션,"제주 제주시  연화로4길  38,(연동) ",기타,Y,N,N
세화샬레,"제주 제주시 구좌읍 세화7길 23-4, ",기타,Y,N,N
정원뷰티헤어,"제주 제주시  동광로5길  5,(이도일동) ",생활/리빙,Y,N,N
마트클럽,제주특별자치도 제주시 오래물길 9 .,식자재/유통,N,Y,N
주식회사 바스코뉴핸즈,"제주특별자치도 제주시 일주동로 233 2,3층",가구/인테리어,N,Y,N
세븐일레븐 서귀포노블휘닉스점,"제주 서귀포시  태평로 505, 1층 101호 (동홍동, 가나노블휘닉스) ",식자재/유통,Y,N,N
게른,제주특별자치도 서귀포시 효돈로 34 게른 ,의류/잡화,Y,Y,N
세븐일레븐 서귀포오션팰리스점,"제주 서귀포시  중앙로 14, 102호 (서귀동) ",식자재/유통,Y,N,N
미사리밀빛초계국수제주점,"제주 제주시 조천읍 비자림로  606, ",음식점/식음료업,Y,N,N
주식회사 바스코,"제주 제주시  중앙로 13, (건입동) 1층 ",기타,N,N,N
제주세호해장국 제주표선점,제주특별자치도 서귀포시 표선면 표선중앙로80번길 29 제주세호해장국제주표선점,음식점/식음료업,Y,Y,N
( 주 ) 대한에프엔비,제주 제주시 일주동로 180-1 (화북일동) ,기타,N,N,N
샤인테라피,"제주 제주시  신대로12길 41, (연동) . ",기타,Y,N,N
하귀약국,제주특별자치도 제주시 애월읍 하귀로 35 (하귀2리),보건/복지,Y,Y,N
바다보임치과,제주특별자치도 서귀포시 대정읍 하모상가로 49 7층,보건/복지,Y,Y,N
맑은우리쌀,"제주 제주시  연삼로 127-24, (오라삼동) ",기타,Y,N,N
리디아공방,"제주 제주시 남광로 220 ,2층 (건입동) ",기타,Y,N,N
무지개세차장,"제주 서귀포시  동홍중앙로90번길 20-9, (동홍동) . ",기타,Y,N,N
연이네다락방,"제주 제주시 구좌읍 동복로 56-3, 2 (2) ",기타,Y,N,N
돈사돈  월정점,제주특별자치도 제주시 구좌읍 한동북1길 29-3 돈사돈 월정점 돈사돈 월정점,음식점/식음료업,Y,Y,N
크라운마트,제주특별자치도 제주시 남성로 112 (삼도일동),식자재/유통,N,Y,N
W타이어,제주 제주시 해안동 2148번지 ,자동차/주유,Y,N,N
정관장화북점,제주특별자치도 제주시 일주동로 260(화북일동) 정관장 화북점,식자재/유통,Y,Y,N
( 주 ) 타이어프로하나로점,"제주 제주시  남광로  220,(건입동) ",자동차/주유,N,N,N
이음새,제주 서귀포시 남원읍 위미항구로121번길 120 ,기타,Y,N,N
남현순대,"제주 제주시 천수로 56 108동 102호 (일도이동, 일도삼주아파트) ",음식점/식음료업,Y,N,N
아이갓에브리씽,"제주 제주시 문연로 6 ,1층 (연동,제주특별자치도청) ",기타,Y,N,N
한보상사,제주 제주시 연삼로 383 (이도이동) ,생활/리빙,Y,N,N
범양식당,"제주 제주시  관덕로  64-2,(이도일동) ",음식점/식음료업,Y,N,N
유드림분식,제주특별자치도 서귀포시 표선면 표선중앙로90번길 13 1층 유드림분식,음식점/식음료업,Y,Y,N
묵털리대구막창,"제주 제주시 천수로 83 ,105호(일도이동) ",기타,Y,N,N
제주성만의료기,제주특별자치도 제주시 구남로 49 (이도이동) 1층,보건/복지,Y,Y,N
범양수산,"제주 제주시  관덕로  64-2,(이도일동) ",식자재/유통,Y,N,N
공새미솥뚜껑,제주특별자치도 서귀포시 남원읍 신례로 10 1층,음식점/식음료업,Y,Y,N
제이유,"제주 서귀포시  동홍남로 73, (동홍동) ",기타,Y,N,N
끌림2,제주 제주시 전농로 46-1 (삼도일동) ,기타,Y,N,N
씨유 제주신성로점,제주 제주시 신성로 10 (오라일동) ,식자재/유통,Y,N,N
중앙 BYC,"제주 제주시  중앙로 76, 1층 (이도일동) ",기타,Y,N,N
대게마을,제주특별자치도 제주시 서해안로 350-1 대게마을 대게마을,음식점/식음료업,Y,Y,N
임페리얼 신제주점,"제주 제주시  신대로 136, 102호 상가 (연동, 코스모스태홍누리안5차아파트) ",기타,Y,N,N
여진이네,제주특별자치도 제주시 전농로 46 말고기전문점여진이네 여진이네,음식점/식음료업,Y,Y,N
조반물,"제주 제주시 조천읍 신촌북2길 38-1, 1층 ",기타,Y,N,N
해동수산,"제주 제주시  관덕로 64-1, (이도일동) ",식자재/유통,Y,N,N
우리뼈감자탕,"제주 제주시  평전2길 23, (삼도일동) ",음식점/식음료업,Y,N,N
제주토마토약국,"제주특별자치도 제주시 도령로 73(연동, 연동 펠리체) 1층 101호",보건/복지,N,Y,N
동산프라자약국,제주특별자치도 서귀포시 중앙로 86 (서귀동),보건/복지,N,Y,N
지에스25대평중앙점,제주 서귀포시 하예동 예래로  454  (하예동) ,식자재/유통,Y,N,N
우리집이층,제주특별자치도 서귀포시 표선면 표선당포로 9 1층,음식점/식음료업,Y,Y,N
부부정육점,제주특별자치도 제주시 서문로4길 13-2 (용담일동) 부부정육점,기타,Y,Y,N
씨유 제주설촌로점,"제주 제주시  설촌로12길 23-1, 1층 (삼양이동) ",식자재/유통,Y,N,N
오거리카센타,제주 서귀포시 서홍로 173 (서홍동) ,자동차/주유,Y,N,N
매쓰플랜 수학학원,"제주 제주시  월랑로 59, 502 (노형동) ",입시/교습학원,Y,N,N
행복한떡방,제주 제주시 과원북4길 69 (연동) ,음식점/식음료업,Y,N,N
안덕농업협동조합사계지점,"제주 서귀포시 안덕면 산방로 380, ",식자재/유통,N,N,N
울트라 스팀세차,"제주 서귀포시 안덕면 사계신항로 25-9, ",기타,Y,N,N
지에스25 중문시티점,"제주 서귀포시 대포동 중문상로 27, (중문동) ",식자재/유통,Y,N,N
스카이정보통신,제주특별자치도 제주시 고산동산6길 9 2층 SKY정보통신,가전/통신,Y,Y,N
안덕농협하나로마트,"제주 서귀포시 안덕면 화순로  122, ",식자재/유통,N,N,N
아름다운미장,제주특별자치도 제주시 구남로6길 14 아름다운 미장 아름다운미장,생활/리빙,Y,Y,N
예쁨담다,제주특별자치도 제주시 구좌읍 월정1길 58 2동(돔하우스),생활/리빙,Y,Y,N
대정몽생이,제주 제주시 서광로13길 7 (삼도일동) ,기타,Y,N,N
신전떡볶이외도점,제주특별자치도 제주시 우정로 44 (외도일동) 3호,음식점/식음료업,Y,Y,N
오케이운동화빨래방,제주특별자치도 제주시 사장2길 33 (연동) 1층 운동화빨래방,생활/리빙,Y,Y,N
태희곽지,제주 제주시 애월읍 곽지3길 27 ,기타,Y,N,N
제주찰리아저씨,"제주 제주시 한경면 용고로 118-2, . ",기타,Y,N,N
온천,"제주 제주시  서광로2길  5-8,(오라일동) ",기타,Y,N,N
GS25제주함덕점,"제주 제주시 조천읍 함덕13길  2, ",식자재/유통,Y,N,N
찰리아저씨,"제주 제주시 한경면 용고로  86, ",기타,Y,N,N
만복정,"제주 제주시 애월읍 하귀11길 21, 1층 ",기타,Y,N,N
더 정글,"제주 제주시 애월읍 유수암평화길 139, ",기타,Y,N,N
연주반점,"제주 서귀포시  부두로  55,  (서귀동) ",기타,Y,N,N
성산일출봉농협주유소,"제주 서귀포시 성산읍 일주동로  4501, ",자동차/주유,N,N,N
현대산부인과의원,"제주 서귀포시  동문로  61,(서귀동) ",보건/복지,Y,N,N
와이디(YD)외국어학원,"제주 제주시  성화로6길  33,2층  (용담이동) 2층",외국어/언어,Y,Y,N
밥엔청국장뜨란채점,"제주 제주시  정존7길 28, 1층 (노형동) ",기타,Y,N,N
성산일출봉농업협동조합,"제주 서귀포시 성산읍 일주동로 4282, ",식자재/유통,N,N,N
지에스25 연동신라점,"제주 제주시 연동 노연로 61, (연동) ",식자재/유통,N,N,N
이동구내과의원,"제주 제주시  신광로  64,(연동) ",보건/복지,Y,N,N
에덴농수산,제주특별자치도 서귀포시 일주동로 9181(법환동) 에덴농수산,식자재/유통,Y,Y,N
맨돈지골프,"제주 제주시  연삼로 978, (도련이동) . ",문화/체육,Y,N,N
아리따움 제주도남오거리점,제주특별자치도 제주시 신성로 79 (도남동) 아리따움,생활/리빙,Y,Y,N
오트팩토리,제주특별자치도 제주시 전농로 119 (이도일동) 트리뷰아일랜드 103호 귀리공장,기타,Y,Y,N
춘천명동닭갈비,"제주 서귀포시  명동로 29-1, (서귀동) ",음식점/식음료업,Y,N,N
나리플라워,제주특별자치도 제주시 조천읍 일주동로 669-14 나리플라워,생활/리빙,Y,Y,N
보경,"제주 제주시  흥운길  18,  (용담이동) ",기타,Y,N,N
행운의집,제주특별자치도 제주시 관덕로 16-1 (삼도이동) 행운의집명품구제살롱,의류/잡화,Y,Y,N
웰니스동물병원,"제주 제주시  도령로 136, 1층 (연동) 1층",기타,Y,Y,N
티바두마리치킨연동점,제주특별자치도 제주시 성신로2길 19(연동) 108호 티바두마리치킨연동점,음식점/식음료업,Y,Y,N
동홍이동통신,제주 서귀포시 동홍중앙로 17 (동홍동) ,기타,Y,N,N
표선농업협동조합가시지점,"제주 서귀포시 표선면 중산간동로  5230, ",식자재/유통,N,N,N
꼼닭,제주 제주시 은남길 41 (연동) ,음식점/식음료업,Y,N,N
한성정육수산마켓,제주특별자치도 제주시 관덕로 64-1 (이도일동) 1층,식자재/유통,Y,Y,N
티스테이션 서부상사,"제주 서귀포시  일주동로 9058, (서호동) ",생활/리빙,N,N,N
아이틴즈치과,"제주 제주시  연북로  78,  5층  성남빌딩  (연동) ",보건/복지,N,N,N
표선농업협동조합,"제주 서귀포시 표선면 표선동서로  233, ",식자재/유통,N,N,N
가나종합설비,"제주 제주시  신성로10길  37,  A동  601호  (이도이동,  목성빌라) ",기타,Y,N,N
이니스프리제주이도점,제주특별자치도 제주시 승천로  79 103(아라이동) 이니스프리 제주이도점,생활/리빙,Y,Y,N
소은,"제주 제주시  전농로 73-2, (삼도이동) . ",기타,Y,N,N
율한의원,"제주 제주시  용화로  61-1,  (용담2동) ",보건/복지,Y,N,N
주원수산,제주특별자치도 제주시 관덕로64-1 주원수산 주원수산,식자재/유통,Y,Y,N
제일  기독서점,제주특별자치도 서귀포시 중앙로 49-1 제일서점 제일서점,기타,Y,Y,Y
다이소 서귀포표선점,제주 서귀포시 표선면 표선중앙로58번길 22 ,기타,N,N,N
언양식당,제주특별자치도 제주시 중앙로11길 13 언양식당 언양식당,음식점/식음료업,Y,Y,N
케이쓰리,"제주 제주시  원노형남2길  19,  1층(노형동) ",기타,Y,N,N
센스뜨게방,제주 제주시 삼도1동 520 서사라상가  4호 ,기타,Y,N,N
쌍둥이네,"제주 제주시  평전1길 6, (삼도일동) , 50호 (서사라상가) ",기타,Y,N,N
남사당,제주특별자치도 제주시 간월동로 26 (아라이동) 남사당,음식점/식음료업,Y,Y,N
지에스25 서귀오일장점,"제주 서귀포시  토평서로11번길 155, (동홍동) ",식자재/유통,Y,N,N
하르방밀면신제주점,"제주 제주시  수덕9길  67,(노형동) ",기타,Y,N,N
헤어바이노리터,"제주 제주시  노형7길 9-3, (노형동) 1층 ",생활/리빙,Y,N,N
GS25 연동국기점,"제주 제주시 연동 국기로3길  11,(연동) ",식자재/유통,Y,N,N
